pokedex_number,pokemon_name,source_page_url,downloaded_image_url,local_filename,success_failure,selection_method,error
0250,Ho Oh,https://www.pokemon.com/us/pokedex/ho-oh,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/250.png,0250_ho_oh.png,success,canonical-full-asset,
0251,Celebi,https://www.pokemon.com/us/pokedex/celebi,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/251.png,0251_celebi.png,success,canonical-full-asset,
0252,Treecko,https://www.pokemon.com/us/pokedex/treecko,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/252.png,0252_treecko.png,success,canonical-full-asset,
0253,Grovyle,https://www.pokemon.com/us/pokedex/grovyle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/253.png,0253_grovyle.png,success,canonical-full-asset,
0254,Sceptile,https://www.pokemon.com/us/pokedex/sceptile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/254.png,0254_sceptile.png,success,canonical-full-asset,
0255,Torchic,https://www.pokemon.com/us/pokedex/torchic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/255.png,0255_torchic.png,success,canonical-full-asset,
0256,Combusken,https://www.pokemon.com/us/pokedex/combusken,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/256.png,0256_combusken.png,success,canonical-full-asset,
0257,Blaziken,https://www.pokemon.com/us/pokedex/blaziken,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/257.png,0257_blaziken.png,success,canonical-full-asset,
0258,Mudkip,https://www.pokemon.com/us/pokedex/mudkip,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/258.png,0258_mudkip.png,success,canonical-full-asset,
0259,Marshtomp,https://www.pokemon.com/us/pokedex/marshtomp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/259.png,0259_marshtomp.png,success,canonical-full-asset,
0260,Swampert,https://www.pokemon.com/us/pokedex/swampert,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/260.png,0260_swampert.png,success,canonical-full-asset,
0261,Poochyena,https://www.pokemon.com/us/pokedex/poochyena,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/261.png,0261_poochyena.png,success,canonical-full-asset,
0262,Mightyena,https://www.pokemon.com/us/pokedex/mightyena,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/262.png,0262_mightyena.png,success,canonical-full-asset,
0263,Zigzagoon,https://www.pokemon.com/us/pokedex/zigzagoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/263.png,0263_zigzagoon.png,success,canonical-full-asset,
0264,Linoone,https://www.pokemon.com/us/pokedex/linoone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/264.png,0264_linoone.png,success,canonical-full-asset,
0265,Wurmple,https://www.pokemon.com/us/pokedex/wurmple,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/265.png,0265_wurmple.png,success,canonical-full-asset,
0266,Silcoon,https://www.pokemon.com/us/pokedex/silcoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/266.png,0266_silcoon.png,success,canonical-full-asset,
0267,Beautifly,https://www.pokemon.com/us/pokedex/beautifly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/267.png,0267_beautifly.png,success,canonical-full-asset,
0268,Cascoon,https://www.pokemon.com/us/pokedex/cascoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/268.png,0268_cascoon.png,success,canonical-full-asset,
0269,Dustox,https://www.pokemon.com/us/pokedex/dustox,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/269.png,0269_dustox.png,success,canonical-full-asset,
0270,Lotad,https://www.pokemon.com/us/pokedex/lotad,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/270.png,0270_lotad.png,success,canonical-full-asset,
0271,Lombre,https://www.pokemon.com/us/pokedex/lombre,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/271.png,0271_lombre.png,success,canonical-full-asset,
0272,Ludicolo,https://www.pokemon.com/us/pokedex/ludicolo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/272.png,0272_ludicolo.png,success,canonical-full-asset,
0273,Seedot,https://www.pokemon.com/us/pokedex/seedot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/273.png,0273_seedot.png,success,canonical-full-asset,
0274,Nuzleaf,https://www.pokemon.com/us/pokedex/nuzleaf,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/274.png,0274_nuzleaf.png,success,canonical-full-asset,
0275,Shiftry,https://www.pokemon.com/us/pokedex/shiftry,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/275.png,0275_shiftry.png,success,canonical-full-asset,
0276,Taillow,https://www.pokemon.com/us/pokedex/taillow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/276.png,0276_taillow.png,success,canonical-full-asset,
0277,Swellow,https://www.pokemon.com/us/pokedex/swellow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/277.png,0277_swellow.png,success,canonical-full-asset,
0278,Wingull,https://www.pokemon.com/us/pokedex/wingull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/278.png,0278_wingull.png,success,canonical-full-asset,
0279,Pelipper,https://www.pokemon.com/us/pokedex/pelipper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/279.png,0279_pelipper.png,success,canonical-full-asset,
0280,Ralts,https://www.pokemon.com/us/pokedex/ralts,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/280.png,0280_ralts.png,success,canonical-full-asset,
0281,Kirlia,https://www.pokemon.com/us/pokedex/kirlia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/281.png,0281_kirlia.png,success,canonical-full-asset,
0282,Gardevoir,https://www.pokemon.com/us/pokedex/gardevoir,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/282.png,0282_gardevoir.png,success,canonical-full-asset,
0283,Surskit,https://www.pokemon.com/us/pokedex/surskit,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/283.png,0283_surskit.png,success,canonical-full-asset,
0284,Masquerain,https://www.pokemon.com/us/pokedex/masquerain,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/284.png,0284_masquerain.png,success,canonical-full-asset,
0285,Shroomish,https://www.pokemon.com/us/pokedex/shroomish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/285.png,0285_shroomish.png,success,canonical-full-asset,
0286,Breloom,https://www.pokemon.com/us/pokedex/breloom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/286.png,0286_breloom.png,success,canonical-full-asset,
0287,Slakoth,https://www.pokemon.com/us/pokedex/slakoth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/287.png,0287_slakoth.png,success,canonical-full-asset,
0288,Vigoroth,https://www.pokemon.com/us/pokedex/vigoroth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/288.png,0288_vigoroth.png,success,canonical-full-asset,
0289,Slaking,https://www.pokemon.com/us/pokedex/slaking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/289.png,0289_slaking.png,success,canonical-full-asset,
0290,Nincada,https://www.pokemon.com/us/pokedex/nincada,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/290.png,0290_nincada.png,success,canonical-full-asset,
0291,Ninjask,https://www.pokemon.com/us/pokedex/ninjask,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/291.png,0291_ninjask.png,success,canonical-full-asset,
0292,Shedinja,https://www.pokemon.com/us/pokedex/shedinja,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/292.png,0292_shedinja.png,success,canonical-full-asset,
0293,Whismur,https://www.pokemon.com/us/pokedex/whismur,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/293.png,0293_whismur.png,success,canonical-full-asset,
0294,Loudred,https://www.pokemon.com/us/pokedex/loudred,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/294.png,0294_loudred.png,success,canonical-full-asset,
0295,Exploud,https://www.pokemon.com/us/pokedex/exploud,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/295.png,0295_exploud.png,success,canonical-full-asset,
0296,Makuhita,https://www.pokemon.com/us/pokedex/makuhita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/296.png,0296_makuhita.png,success,canonical-full-asset,
0297,Hariyama,https://www.pokemon.com/us/pokedex/hariyama,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/297.png,0297_hariyama.png,success,canonical-full-asset,
0298,Azurill,https://www.pokemon.com/us/pokedex/azurill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/298.png,0298_azurill.png,success,canonical-full-asset,
0299,Nosepass,https://www.pokemon.com/us/pokedex/nosepass,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/299.png,0299_nosepass.png,success,canonical-full-asset,
0300,Skitty,https://www.pokemon.com/us/pokedex/skitty,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/300.png,0300_skitty.png,success,canonical-full-asset,
0301,Delcatty,https://www.pokemon.com/us/pokedex/delcatty,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/301.png,0301_delcatty.png,success,canonical-full-asset,
0302,Sableye,https://www.pokemon.com/us/pokedex/sableye,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/302.png,0302_sableye.png,success,canonical-full-asset,
0303,Mawile,https://www.pokemon.com/us/pokedex/mawile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/303.png,0303_mawile.png,success,canonical-full-asset,
0304,Aron,https://www.pokemon.com/us/pokedex/aron,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/304.png,0304_aron.png,success,canonical-full-asset,
0305,Lairon,https://www.pokemon.com/us/pokedex/lairon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/305.png,0305_lairon.png,success,canonical-full-asset,
0306,Aggron,https://www.pokemon.com/us/pokedex/aggron,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/306.png,0306_aggron.png,success,canonical-full-asset,
0307,Meditite,https://www.pokemon.com/us/pokedex/meditite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/307.png,0307_meditite.png,success,canonical-full-asset,
0308,Medicham,https://www.pokemon.com/us/pokedex/medicham,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/308.png,0308_medicham.png,success,canonical-full-asset,
0309,Electrike,https://www.pokemon.com/us/pokedex/electrike,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/309.png,0309_electrike.png,success,canonical-full-asset,
0310,Manectric,https://www.pokemon.com/us/pokedex/manectric,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/310.png,0310_manectric.png,success,canonical-full-asset,
0311,Plusle,https://www.pokemon.com/us/pokedex/plusle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/311.png,0311_plusle.png,success,canonical-full-asset,
0312,Minun,https://www.pokemon.com/us/pokedex/minun,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/312.png,0312_minun.png,success,canonical-full-asset,
0313,Volbeat,https://www.pokemon.com/us/pokedex/volbeat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/313.png,0313_volbeat.png,success,canonical-full-asset,
0314,Illumise,https://www.pokemon.com/us/pokedex/illumise,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/314.png,0314_illumise.png,success,canonical-full-asset,
0315,Roselia,https://www.pokemon.com/us/pokedex/roselia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/315.png,0315_roselia.png,success,canonical-full-asset,
0316,Gulpin,https://www.pokemon.com/us/pokedex/gulpin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/316.png,0316_gulpin.png,success,canonical-full-asset,
0317,Swalot,https://www.pokemon.com/us/pokedex/swalot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/317.png,0317_swalot.png,success,canonical-full-asset,
0318,Carvanha,https://www.pokemon.com/us/pokedex/carvanha,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/318.png,0318_carvanha.png,success,canonical-full-asset,
0319,Sharpedo,https://www.pokemon.com/us/pokedex/sharpedo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/319.png,0319_sharpedo.png,success,canonical-full-asset,
0320,Wailmer,https://www.pokemon.com/us/pokedex/wailmer,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/320.png,0320_wailmer.png,success,canonical-full-asset,
0321,Wailord,https://www.pokemon.com/us/pokedex/wailord,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/321.png,0321_wailord.png,success,canonical-full-asset,
0322,Numel,https://www.pokemon.com/us/pokedex/numel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/322.png,0322_numel.png,success,canonical-full-asset,
0323,Camerupt,https://www.pokemon.com/us/pokedex/camerupt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/323.png,0323_camerupt.png,success,canonical-full-asset,
0324,Torkoal,https://www.pokemon.com/us/pokedex/torkoal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/324.png,0324_torkoal.png,success,canonical-full-asset,
0325,Spoink,https://www.pokemon.com/us/pokedex/spoink,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/325.png,0325_spoink.png,success,canonical-full-asset,
0326,Grumpig,https://www.pokemon.com/us/pokedex/grumpig,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/326.png,0326_grumpig.png,success,canonical-full-asset,
0327,Spinda,https://www.pokemon.com/us/pokedex/spinda,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/327.png,0327_spinda.png,success,canonical-full-asset,
0328,Trapinch,https://www.pokemon.com/us/pokedex/trapinch,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/328.png,0328_trapinch.png,success,canonical-full-asset,
0329,Vibrava,https://www.pokemon.com/us/pokedex/vibrava,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/329.png,0329_vibrava.png,success,canonical-full-asset,
0330,Flygon,https://www.pokemon.com/us/pokedex/flygon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/330.png,0330_flygon.png,success,canonical-full-asset,
0331,Cacnea,https://www.pokemon.com/us/pokedex/cacnea,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/331.png,0331_cacnea.png,success,canonical-full-asset,
0332,Cacturne,https://www.pokemon.com/us/pokedex/cacturne,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/332.png,0332_cacturne.png,success,canonical-full-asset,
0333,Swablu,https://www.pokemon.com/us/pokedex/swablu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/333.png,0333_swablu.png,success,canonical-full-asset,
0334,Altaria,https://www.pokemon.com/us/pokedex/altaria,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/334.png,0334_altaria.png,success,canonical-full-asset,
0335,Zangoose,https://www.pokemon.com/us/pokedex/zangoose,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/335.png,0335_zangoose.png,success,canonical-full-asset,
0336,Seviper,https://www.pokemon.com/us/pokedex/seviper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/336.png,0336_seviper.png,success,canonical-full-asset,
0337,Lunatone,https://www.pokemon.com/us/pokedex/lunatone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/337.png,0337_lunatone.png,success,canonical-full-asset,
0338,Solrock,https://www.pokemon.com/us/pokedex/solrock,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/338.png,0338_solrock.png,success,canonical-full-asset,
0339,Barboach,https://www.pokemon.com/us/pokedex/barboach,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/339.png,0339_barboach.png,success,canonical-full-asset,
0340,Whiscash,https://www.pokemon.com/us/pokedex/whiscash,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/340.png,0340_whiscash.png,success,canonical-full-asset,
0341,Corphish,https://www.pokemon.com/us/pokedex/corphish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/341.png,0341_corphish.png,success,canonical-full-asset,
0342,Crawdaunt,https://www.pokemon.com/us/pokedex/crawdaunt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/342.png,0342_crawdaunt.png,success,canonical-full-asset,
0343,Baltoy,https://www.pokemon.com/us/pokedex/baltoy,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/343.png,0343_baltoy.png,success,canonical-full-asset,
0344,Claydol,https://www.pokemon.com/us/pokedex/claydol,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/344.png,0344_claydol.png,success,canonical-full-asset,
0345,Lileep,https://www.pokemon.com/us/pokedex/lileep,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/345.png,0345_lileep.png,success,canonical-full-asset,
0346,Cradily,https://www.pokemon.com/us/pokedex/cradily,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/346.png,0346_cradily.png,success,canonical-full-asset,
0347,Anorith,https://www.pokemon.com/us/pokedex/anorith,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/347.png,0347_anorith.png,success,canonical-full-asset,
0348,Armaldo,https://www.pokemon.com/us/pokedex/armaldo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/348.png,0348_armaldo.png,success,canonical-full-asset,
0349,Feebas,https://www.pokemon.com/us/pokedex/feebas,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/349.png,0349_feebas.png,success,canonical-full-asset,
0350,Milotic,https://www.pokemon.com/us/pokedex/milotic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/350.png,0350_milotic.png,success,canonical-full-asset,
0351,Castform,https://www.pokemon.com/us/pokedex/castform,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/351.png,0351_castform.png,success,canonical-full-asset,
0352,Kecleon,https://www.pokemon.com/us/pokedex/kecleon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/352.png,0352_kecleon.png,success,canonical-full-asset,
0353,Shuppet,https://www.pokemon.com/us/pokedex/shuppet,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/353.png,0353_shuppet.png,success,canonical-full-asset,
0354,Banette,https://www.pokemon.com/us/pokedex/banette,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/354.png,0354_banette.png,success,canonical-full-asset,
0355,Duskull,https://www.pokemon.com/us/pokedex/duskull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/355.png,0355_duskull.png,success,canonical-full-asset,
0356,Dusclops,https://www.pokemon.com/us/pokedex/dusclops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/356.png,0356_dusclops.png,success,canonical-full-asset,
0357,Tropius,https://www.pokemon.com/us/pokedex/tropius,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/357.png,0357_tropius.png,success,canonical-full-asset,
0358,Chimecho,https://www.pokemon.com/us/pokedex/chimecho,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/358.png,0358_chimecho.png,success,canonical-full-asset,
0359,Absol,https://www.pokemon.com/us/pokedex/absol,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/359.png,0359_absol.png,success,canonical-full-asset,
0360,Wynaut,https://www.pokemon.com/us/pokedex/wynaut,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/360.png,0360_wynaut.png,success,canonical-full-asset,
0361,Snorunt,https://www.pokemon.com/us/pokedex/snorunt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/361.png,0361_snorunt.png,success,canonical-full-asset,
0362,Glalie,https://www.pokemon.com/us/pokedex/glalie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/362.png,0362_glalie.png,success,canonical-full-asset,
0363,Spheal,https://www.pokemon.com/us/pokedex/spheal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/363.png,0363_spheal.png,success,canonical-full-asset,
0364,Sealeo,https://www.pokemon.com/us/pokedex/sealeo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/364.png,0364_sealeo.png,success,canonical-full-asset,
0365,Walrein,https://www.pokemon.com/us/pokedex/walrein,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/365.png,0365_walrein.png,success,canonical-full-asset,
0366,Clamperl,https://www.pokemon.com/us/pokedex/clamperl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/366.png,0366_clamperl.png,success,canonical-full-asset,
0367,Huntail,https://www.pokemon.com/us/pokedex/huntail,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/367.png,0367_huntail.png,success,canonical-full-asset,
0368,Gorebyss,https://www.pokemon.com/us/pokedex/gorebyss,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/368.png,0368_gorebyss.png,success,canonical-full-asset,
0369,Relicanth,https://www.pokemon.com/us/pokedex/relicanth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/369.png,0369_relicanth.png,success,canonical-full-asset,
0370,Luvdisc,https://www.pokemon.com/us/pokedex/luvdisc,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/370.png,0370_luvdisc.png,success,canonical-full-asset,
0371,Bagon,https://www.pokemon.com/us/pokedex/bagon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/371.png,0371_bagon.png,success,canonical-full-asset,
0372,Shelgon,https://www.pokemon.com/us/pokedex/shelgon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/372.png,0372_shelgon.png,success,canonical-full-asset,
0373,Salamence,https://www.pokemon.com/us/pokedex/salamence,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/373.png,0373_salamence.png,success,canonical-full-asset,
0374,Beldum,https://www.pokemon.com/us/pokedex/beldum,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/374.png,0374_beldum.png,success,canonical-full-asset,
0375,Metang,https://www.pokemon.com/us/pokedex/metang,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/375.png,0375_metang.png,success,canonical-full-asset,
0376,Metagross,https://www.pokemon.com/us/pokedex/metagross,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/376.png,0376_metagross.png,success,canonical-full-asset,
0377,Regirock,https://www.pokemon.com/us/pokedex/regirock,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/377.png,0377_regirock.png,success,canonical-full-asset,
0378,Regice,https://www.pokemon.com/us/pokedex/regice,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/378.png,0378_regice.png,success,canonical-full-asset,
0379,Registeel,https://www.pokemon.com/us/pokedex/registeel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/379.png,0379_registeel.png,success,canonical-full-asset,
0380,Latias,https://www.pokemon.com/us/pokedex/latias,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/380.png,0380_latias.png,success,canonical-full-asset,
0381,Latios,https://www.pokemon.com/us/pokedex/latios,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/381.png,0381_latios.png,success,canonical-full-asset,
0382,Kyogre,https://www.pokemon.com/us/pokedex/kyogre,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/382.png,0382_kyogre.png,success,canonical-full-asset,
0383,Groudon,https://www.pokemon.com/us/pokedex/groudon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/383.png,0383_groudon.png,success,canonical-full-asset,
0384,Rayquaza,https://www.pokemon.com/us/pokedex/rayquaza,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/384.png,0384_rayquaza.png,success,canonical-full-asset,
0385,Jirachi,https://www.pokemon.com/us/pokedex/jirachi,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/385.png,0385_jirachi.png,success,canonical-full-asset,
0386,Deoxys,https://www.pokemon.com/us/pokedex/deoxys,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/386.png,0386_deoxys.png,success,canonical-full-asset,
0387,Turtwig,https://www.pokemon.com/us/pokedex/turtwig,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/387.png,0387_turtwig.png,success,canonical-full-asset,
0388,Grotle,https://www.pokemon.com/us/pokedex/grotle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/388.png,0388_grotle.png,success,canonical-full-asset,
0389,Torterra,https://www.pokemon.com/us/pokedex/torterra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/389.png,0389_torterra.png,success,canonical-full-asset,
0390,Chimchar,https://www.pokemon.com/us/pokedex/chimchar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/390.png,0390_chimchar.png,success,canonical-full-asset,
0391,Monferno,https://www.pokemon.com/us/pokedex/monferno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/391.png,0391_monferno.png,success,canonical-full-asset,
0392,Infernape,https://www.pokemon.com/us/pokedex/infernape,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/392.png,0392_infernape.png,success,canonical-full-asset,
0393,Piplup,https://www.pokemon.com/us/pokedex/piplup,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/393.png,0393_piplup.png,success,canonical-full-asset,
0394,Prinplup,https://www.pokemon.com/us/pokedex/prinplup,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/394.png,0394_prinplup.png,success,canonical-full-asset,
0395,Empoleon,https://www.pokemon.com/us/pokedex/empoleon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/395.png,0395_empoleon.png,success,canonical-full-asset,
0396,Starly,https://www.pokemon.com/us/pokedex/starly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/396.png,0396_starly.png,success,canonical-full-asset,
0397,Staravia,https://www.pokemon.com/us/pokedex/staravia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/397.png,0397_staravia.png,success,canonical-full-asset,
0398,Staraptor,https://www.pokemon.com/us/pokedex/staraptor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/398.png,0398_staraptor.png,success,canonical-full-asset,
0399,Bidoof,https://www.pokemon.com/us/pokedex/bidoof,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/399.png,0399_bidoof.png,success,canonical-full-asset,
0400,Bibarel,https://www.pokemon.com/us/pokedex/bibarel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/400.png,0400_bibarel.png,success,canonical-full-asset,
0401,Kricketot,https://www.pokemon.com/us/pokedex/kricketot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/401.png,0401_kricketot.png,success,canonical-full-asset,
0402,Kricketune,https://www.pokemon.com/us/pokedex/kricketune,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/402.png,0402_kricketune.png,success,canonical-full-asset,
0403,Shinx,https://www.pokemon.com/us/pokedex/shinx,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/403.png,0403_shinx.png,success,canonical-full-asset,
